,Green,NUMBER_OFFERS_SME,SOCIAL_CLAUSE,ENVIRONMENTAL_CLAUSE,ENVIRONMENTAL_CRITERION,ENVIRONMENTAL_WEIGHT,P_CRITERION_WEIGHT,AWARD_PRICE,CAE_LEGAL_STATUS,CAE_REGION,PROCEDURE_TYPE,CPV,FRAMEWORK_AGREEMENT,ADVERTISING,ID_BOAMP_AWARD,ALLOTMENT,MONTH,Division_type,Division,Offers_other,CAE_SIREN,presence,Quarter,Statut
237881,0,1.0,0,0,0,0.0,80.0,12.528156144699286,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237883,0,4.0,0,0,0,0.0,80.0,12.144197241812087,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237884,0,2.0,0,0,0,0.0,80.0,11.904967552746252,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237886,0,2.0,0,0,0,0.0,80.0,12.301382825334498,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237887,0,1.0,0,0,0,0.0,80.0,11.877568578558138,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237890,0,1.0,0,0,0,0.0,80.0,12.70076888736628,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237891,0,1.0,0,0,0,0.0,80.0,12.542544882151386,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237892,0,1.0,0,0,0,0.0,80.0,12.528156144699286,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237893,0,1.0,0,0,0,0.0,80.0,12.637855061955712,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237894,0,1.0,0,0,0,0.0,80.0,12.301382825334498,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237895,0,1.0,0,0,0,0.0,80.0,12.957488734214095,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237897,0,1.0,0,0,0,0.0,80.0,12.483704382128453,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237898,0,1.0,0,0,0,0.0,80.0,11.904967552746252,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237899,0,1.0,0,0,0,0.0,80.0,12.421184025147118,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237900,0,2.0,0,0,0,0.0,80.0,12.301382825334498,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237901,0,1.0,0,0,0,0.0,80.0,12.528156144699286,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237902,0,1.0,0,0,0,0.0,80.0,11.695247021764184,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237903,0,2.0,0,0,0,0.0,80.0,12.513557345278134,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237904,0,1.0,0,0,0,0.0,80.0,11.472103470449973,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237905,0,2.0,0,0,0,0.0,80.0,12.676076274775909,723,Auvergne-Rhône-Alpes,open,'60130000,1,33.0,22-140060,1,2022_October,S,60,0.0,200053767,1,2022Q4,Région
237914,1,1.0,0,1,0,0.0,45.0,12.419367860789569,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237915,1,1.0,0,1,0,0.0,45.0,10.537415373436103,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,1.0,227400017,1,2022Q4,Département
237916,1,2.0,0,1,0,0.0,45.0,10.809727948556782,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,1.0,227400017,1,2022Q4,Département
237917,1,2.0,0,1,0,0.0,45.0,10.667442623106584,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237918,1,1.0,0,1,0,0.0,45.0,11.058795184880783,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237919,1,2.0,0,1,0,0.0,45.0,10.674798754065428,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,1.0,227400017,1,2022Q4,Département
237921,1,1.0,0,1,0,0.0,45.0,9.629050706834368,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,1.0,227400017,1,2022Q4,Département
237922,1,2.0,0,1,0,0.0,45.0,10.835651633566574,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237923,1,1.0,0,1,0,0.0,45.0,10.858998997563564,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,1.0,227400017,1,2022Q4,Département
237924,1,2.0,0,1,0,0.0,45.0,10.510532034042662,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237926,1,2.0,0,1,0,0.0,45.0,10.858998997563564,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237927,1,1.0,0,1,0,0.0,45.0,11.18386568806447,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
237928,1,2.0,0,1,0,0.0,45.0,10.783425454944485,722,Auvergne-Rhône-Alpes,open,'90620000,1,32.0,22-140617,1,2022_October,S,90,0.0,227400017,1,2022Q4,Département
238515,1,3.0,0,1,0,0.0,40.0,12.20782111606429,722,Auvergne-Rhône-Alpes,open,'71300000,1,38.0,23-20618,1,2023_February,S,71,0.0,200046977,1,2023Q1,Département
238518,1,3.0,0,1,0,0.0,40.0,11.923378114589433,722,Auvergne-Rhône-Alpes,open,'71300000,1,38.0,23-20618,1,2023_February,S,71,0.0,200046977,1,2023Q1,Département
239006,1,0.0,0,1,0,0.0,25.0,11.695247021764184,721,Auvergne-Rhône-Alpes,open,'55242000,1,54.0,23-32443,0,2023_March,S,55,3.0,216900910,0,2023Q1,Commune
239377,0,1.0,0,0,0,0.0,60.0,13.017002861746503,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239378,0,1.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239379,0,1.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239380,0,2.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239383,0,3.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239384,0,3.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239385,0,3.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239386,0,4.0,0,0,0,0.0,60.0,11.512925464970229,738,Ile-de-France,open,'71351710,0,33.0,23-55802,1,2023_April,S,71,0.0,180092264,1,2023Q2,Etat
239591,0,1.0,0,0,0,0.0,100.0,11.820410164718188,722,Auvergne-Rhône-Alpes,open,'43250000,0,31.0,23-66606,0,2023_May,F,43,0.0,227400017,1,2023Q2,Département
239973,1,2.0,0,1,0,0.0,40.0,13.304684934198283,722,Auvergne-Rhône-Alpes,open,'71300000,1,33.0,23-80967,0,2023_June,S,71,0.0,200046977,1,2023Q2,Département
239974,1,2.0,0,1,0,0.0,40.0,13.304684934198283,722,Auvergne-Rhône-Alpes,open,'71300000,1,33.0,23-80967,0,2023_June,S,71,0.0,200046977,1,2023Q2,Département
240425,1,4.0,0,1,1,10.0,44.44444444444444,11.84939770159144,734,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-103023,1,2023_July,F,18,0.0,200040590,1,2023Q3,Interco
240426,1,2.0,0,1,1,10.0,44.44444444444444,11.06663836234181,734,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-103023,1,2023_July,F,18,0.0,200040590,1,2023Q3,Interco
240427,1,3.0,0,1,1,10.0,44.44444444444444,11.06663836234181,734,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-103023,1,2023_July,F,18,0.0,200040590,1,2023Q3,Interco
241287,1,3.0,0,1,0,0.0,45.0,10.184296056044737,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241288,1,3.0,0,1,0,0.0,45.0,11.28893155220118,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241289,1,2.0,0,1,0,0.0,45.0,10.816533024245254,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241290,1,2.0,0,1,0,0.0,45.0,9.41033811378308,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241292,1,6.0,0,1,0,0.0,45.0,8.73052880173936,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241293,1,4.0,0,1,0,0.0,45.0,8.029432840581244,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241294,1,4.0,0,1,0,0.0,45.0,8.389814262086407,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241295,1,5.0,0,1,0,0.0,45.0,8.89439598980643,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241296,1,4.0,0,1,0,0.0,45.0,10.033769922799051,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241297,1,4.0,0,1,0,0.0,45.0,8.19946419761216,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241300,1,4.0,0,1,0,0.0,45.0,7.75491027202143,722,Auvergne-Rhône-Alpes,open,'18100000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241301,1,2.0,0,1,0,0.0,45.0,10.704075583356547,722,Auvergne-Rhône-Alpes,open,'18143000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
241302,1,5.0,0,1,0,0.0,45.0,8.594154232552366,722,Auvergne-Rhône-Alpes,open,'18830000,1,29.0,23-141970,1,2023_October,F,18,0.0,227400017,1,2023Q4,Département
250944,1,2.0,0,1,0,0.0,100.0,12.990316596483996,735,Auvergne-Rhône-Alpes,open,'77120000,0,36.0,22-112599,1,2022_August,S,77,0.0,256900705,1,2022Q3,EPL
250946,1,1.0,0,1,0,0.0,100.0,13.592367006650065,735,Auvergne-Rhône-Alpes,open,'77120000,0,36.0,22-112599,1,2022_August,S,77,0.0,256900705,1,2022Q3,EPL
250947,1,1.0,0,1,0,0.0,100.0,12.948009990259552,735,Auvergne-Rhône-Alpes,open,'77120000,0,36.0,22-112599,1,2022_August,S,77,0.0,256900705,1,2022Q3,EPL
251043,0,2.0,0,0,0,0.0,30.0,13.592367006650065,734,Auvergne-Rhône-Alpes,open,'77310000,1,36.0,22-105995,1,2022_July,S,77,0.0,246900765,1,2022Q3,Interco
251044,0,2.0,0,0,0,0.0,30.0,13.081541382884074,734,Auvergne-Rhône-Alpes,open,'77310000,1,36.0,22-105995,1,2022_July,S,77,0.0,246900765,1,2022Q3,Interco
251045,0,1.0,0,0,0,0.0,40.0,13.42984807715229,734,Auvergne-Rhône-Alpes,open,'45233229,1,36.0,22-105995,1,2022_July,T,45,0.0,246900765,1,2022Q3,Interco
251099,0,5.0,0,0,0,0.0,40.0,13.304684934198283,721,Auvergne-Rhône-Alpes,open,'90911200,1,30.0,22-72679,1,2022_May,S,90,4.0,216900910,1,2022Q2,Commune
251100,0,1.0,0,0,0,0.0,40.0,13.815510557964274,721,Auvergne-Rhône-Alpes,open,'75231240,1,30.0,22-72679,1,2022_May,S,75,0.0,216900910,1,2022Q2,Commune
251101,0,1.0,0,0,0,0.0,40.0,13.928839243271277,721,Auvergne-Rhône-Alpes,open,'75231240,1,30.0,22-72679,1,2022_May,S,75,0.0,216900910,1,2022Q2,Commune
251102,0,7.0,0,0,0,0.0,40.0,12.793859310432293,721,Auvergne-Rhône-Alpes,open,'90911200,1,30.0,22-72679,1,2022_May,S,90,2.0,216900910,1,2022Q2,Commune
251103,0,4.0,0,0,0,0.0,40.0,12.100712129872347,721,Auvergne-Rhône-Alpes,open,'90911300,1,30.0,22-72679,1,2022_May,S,90,1.0,216900910,1,2022Q2,Commune
251343,0,1.0,0,0,0,0.0,70.0,10.42710599810087,721,Auvergne-Rhône-Alpes,open,'15612500,1,33.0,22-124502,1,2022_September,F,15,0.0,216902759,1,2022Q3,Commune
251904,1,2.0,0,1,0,0.0,25.0,10.81817700304331,721,Auvergne-Rhône-Alpes,open,'55242000,1,54.0,22-160212,1,2022_December,S,55,1.0,216900910,1,2022Q4,Commune
251905,1,3.0,0,1,0,0.0,25.0,11.104957226643945,721,Auvergne-Rhône-Alpes,open,'55242000,1,54.0,22-160212,1,2022_December,S,55,0.0,216900910,1,2022Q4,Commune
251906,1,1.0,0,1,0,0.0,25.0,11.159673228308998,721,Auvergne-Rhône-Alpes,open,'55242000,1,54.0,22-160212,1,2022_December,S,55,1.0,216900910,1,2022Q4,Commune
251907,1,0.0,0,1,0,0.0,25.0,9.409191230721348,721,Auvergne-Rhône-Alpes,open,'55242000,1,54.0,22-160212,1,2022_December,S,55,1.0,216900910,0,2022Q4,Commune
251998,0,1.0,0,0,0,0.0,55.00000000000001,11.095893720490599,722,Auvergne-Rhône-Alpes,open,'90611000,1,45.0,22-161943,0,2022_December,S,90,0.0,227400017,1,2022Q4,Département
252097,0,3.0,0,0,0,0.0,40.0,15.13978535603945,722,Auvergne-Rhône-Alpes,open,'34928400,1,44.0,22-167244,0,2022_December,F,34,0.0,227400017,1,2022Q4,Département
252113,1,0.0,0,1,0,0.0,100.0,15.036045450589189,735,Auvergne-Rhône-Alpes,open,'90500000,1,32.0,22-112531,1,2022_August,S,90,3.0,256900705,0,2022Q3,EPL
252114,1,0.0,0,1,0,0.0,100.0,14.213447399651647,735,Auvergne-Rhône-Alpes,open,'90500000,1,32.0,22-112531,1,2022_August,S,90,3.0,256900705,0,2022Q3,EPL
252839,0,3.0,0,0,0,0.0,80.0,11.218928025837624,723,Auvergne-Rhône-Alpes,open,'60130000,1,28.0,22-24527,0,2022_February,S,60,0.0,200053767,1,2022Q1,Région
252870,1,2.0,0,1,0,0.0,60.0,16.11809565095832,721,Auvergne-Rhône-Alpes,open,'60112000,1,33.0,22-31839,0,2022_March,S,60,1.0,217300151,1,2022Q1,Commune
253405,0,1.0,0,0,0,0.0,50.0,12.793859310432293,722,Auvergne-Rhône-Alpes,open,'79211110,0,31.0,22-14402,0,2022_January,S,79,0.0,200046977,1,2022Q1,Département
253581,0,3.0,0,0,0,0.0,80.0,13.170779509727808,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253582,0,3.0,0,0,0,0.0,80.0,13.252798867664806,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253583,0,3.0,0,0,0,0.0,80.0,13.159856926791695,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253584,0,3.0,0,0,0,0.0,80.0,13.305201717309552,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253585,0,4.0,0,0,0,0.0,80.0,13.342214940064984,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253586,0,3.0,0,0,0,0.0,80.0,13.41532873867438,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253588,0,1.0,0,0,0,0.0,80.0,13.498942994412786,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253589,0,3.0,0,0,0,0.0,80.0,13.521767970971718,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253590,0,5.0,0,0,0,0.0,80.0,12.984475491887126,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253591,0,4.0,0,0,0,0.0,80.0,12.984475491887126,723,Auvergne-Rhône-Alpes,open,'60170000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253592,0,3.0,0,0,0,0.0,80.0,13.758643940371188,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
253593,0,2.0,0,0,0,0.0,80.0,12.222078220196254,723,Auvergne-Rhône-Alpes,open,'60130000,1,36.0,22-20201,1,2022_February,S,60,0.0,200053767,1,2022Q1,Région
254374,0,5.0,0,0,0,0.0,100.0,13.291261913866142,737,Auvergne-Rhône-Alpes,open,'31521330,0,41.0,22-73936,1,2022_May,F,31,0.0,286912001,1,2022Q2,EPL
254375,0,4.0,0,0,0,0.0,100.0,13.331002242515657,737,Auvergne-Rhône-Alpes,open,'31521330,0,41.0,22-73936,1,2022_May,F,31,0.0,286912001,1,2022Q2,EPL
254389,0,1.0,0,0,0,0.0,55.00000000000001,13.16158409055761,414,Auvergne-Rhône-Alpes,open,'32323300,1,38.0,22-4189,0,2022_January,F,32,0.0,844366914,1,2022Q1,EPL
254664,1,5.0,0,1,0,0.0,60.0,12.957488734214095,721,Auvergne-Rhône-Alpes,open,'39160000,1,34.0,22-29849,0,2022_March,F,39,0.0,216902908,1,2022Q1,Commune
254775,1,7.0,0,1,0,0.0,40.0,11.562153628442054,721,Auvergne-Rhône-Alpes,open,'90911200,0,28.0,22-36045,1,2022_March,S,90,0.0,216900274,1,2022Q1,Commune
254776,1,5.0,0,1,0,0.0,40.0,9.97025795616998,721,Auvergne-Rhône-Alpes,open,'90911300,0,28.0,22-36045,1,2022_March,S,90,0.0,216900274,1,2022Q1,Commune
254988,0,1.0,1,0,0,0.0,30.0,10.855482823060994,721,Auvergne-Rhône-Alpes,open,'77310000,1,29.0,22-95615,0,2022_July,S,77,1.0,216902759,1,2022Q3,Commune
255221,0,1.0,0,0,0,0.0,100.0,13.017002861746503,737,Auvergne-Rhône-Alpes,open,'35100000,0,37.0,22-39556,0,2022_March,F,35,0.0,286912001,1,2022Q1,EPL
255276,1,2.0,0,1,0,0.0,30.0,13.122363377404328,721,Auvergne-Rhône-Alpes,open,'77320000,1,35.0,22-84009,0,2022_June,S,77,0.0,216900274,1,2022Q2,Commune
256295,0,2.0,0,0,0,0.0,80.0,12.611537753638338,723,Auvergne-Rhône-Alpes,open,'60130000,1,31.0,23-8034,1,2023_January,S,60,0.0,200053767,1,2023Q1,Région
256296,0,2.0,0,0,0,0.0,80.0,12.611537753638338,723,Auvergne-Rhône-Alpes,open,'60130000,1,31.0,23-8034,1,2023_January,S,60,0.0,200053767,1,2023Q1,Région
256606,0,4.0,0,0,0,0.0,40.0,13.081541382884074,735,Auvergne-Rhône-Alpes,open,'71300000,1,64.0,22-157942,0,2022_December,S,71,0.0,200058493,1,2022Q4,EPL
256627,0,1.0,0,0,0,0.0,100.0,10.430491597029581,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256628,0,1.0,0,0,0,0.0,100.0,10.433880481794647,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256629,0,1.0,0,0,0,0.0,100.0,10.672020460001963,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256630,0,1.0,0,0,0,0.0,100.0,7.931284761525891,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256633,0,1.0,0,0,0,0.0,100.0,11.171772289830475,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256637,0,1.0,0,0,0,0.0,100.0,9.82800941136017,722,Auvergne-Rhône-Alpes,open,'34300000,1,33.0,22-555,1,2022_January,F,34,0.0,227400017,1,2022Q1,Département
256732,1,3.0,0,1,0,0.0,50.0,13.592367006650065,721,Auvergne-Rhône-Alpes,open,'39162110,1,31.0,23-61168,0,2023_May,F,39,0.0,216900290,1,2023Q2,Commune
257035,0,3.0,0,0,0,0.0,40.0,13.527828485512494,721,Auvergne-Rhône-Alpes,open,'42961100,1,34.0,22-45527,0,2022_March,F,42,0.0,216900910,1,2022Q1,Commune
257164,0,2.0,0,0,0,0.0,60.0,13.815510557964274,735,Auvergne-Rhône-Alpes,open,'51110000,1,31.0,23-108742,0,2023_August,S,51,0.0,200058493,1,2023Q3,EPL
257360,0,0.0,0,0,0,0.0,40.0,16.11809565095832,722,Auvergne-Rhône-Alpes,open,'44211000,1,55.0,22-147956,0,2022_November,F,44,1.0,200046977,0,2022Q4,Département
257364,0,5.0,0,0,0,0.0,70.0,11.695247021764184,721,Auvergne-Rhône-Alpes,open,'35111300,1,29.0,23-116969,1,2023_August,F,35,0.0,216900290,1,2023Q3,Commune
257365,0,1.0,0,0,0,0.0,70.0,12.206072645530174,721,Auvergne-Rhône-Alpes,open,'42521000,1,29.0,23-116969,1,2023_August,F,42,0.0,216900290,1,2023Q3,Commune
257485,0,0.0,0,0,0,0.0,60.0,12.676076274775909,721,Auvergne-Rhône-Alpes,open,'44316500,1,54.0,22-155366,0,2022_November,F,44,2.0,216900290,0,2022Q4,Commune
257654,1,3.0,0,1,1,8.0,43.47826086956522,13.714673131034033,721,Auvergne-Rhône-Alpes,open,'55500000,0,39.0,23-105833,0,2023_July,S,55,2.0,216901330,1,2023Q3,Commune
257661,1,3.0,1,1,1,2.0,71.42857142857143,12.89921982609012,721,Auvergne-Rhône-Alpes,open,'77310000,1,34.0,23-47420,1,2023_April,S,77,4.0,210100046,1,2023Q2,Commune
257676,0,1.0,0,0,0,0.0,100.0,9.210340371976184,735,Auvergne-Rhône-Alpes,open,'75231240,1,37.0,23-49893,0,2023_April,S,75,0.0,256900119,1,2023Q2,EPL
257701,1,1.0,0,0,1,20.0,62.5,13.458835614025542,722,Auvergne-Rhône-Alpes,open,'50000000,0,36.0,23-52228,0,2023_April,S,50,2.0,200046977,1,2023Q2,Département
257736,0,3.0,0,0,0,0.0,30.0,13.291153799913932,722,Auvergne-Rhône-Alpes,open,'75112000,0,36.0,23-55014,1,2023_April,S,75,0.0,200046977,1,2023Q2,Département
257737,0,2.0,0,0,0,0.0,30.0,13.068827570463998,722,Auvergne-Rhône-Alpes,open,'75112000,0,36.0,23-55014,1,2023_April,S,75,1.0,200046977,1,2023Q2,Département
258009,1,1.0,0,1,1,10.0,50.0,13.997832114758229,722,Auvergne-Rhône-Alpes,open,'42131000,1,31.0,22-70848,0,2022_May,F,42,0.0,200046977,1,2022Q2,Département
258107,0,2.0,0,0,0,0.0,40.0,15.418259348019381,414,Auvergne-Rhône-Alpes,open,'79342300,1,45.0,22-2489,0,2022_January,S,79,3.0,844366914,1,2022Q1,EPL
258285,1,1.0,0,0,1,20.0,75.0,13.815510557964274,722,Auvergne-Rhône-Alpes,open,'34927100,0,39.0,22-84208,0,2022_June,F,34,2.0,200046977,1,2022Q2,Département
258907,1,2.0,0,0,1,40.0,100.0,13.304684934198283,738,Auvergne-Rhône-Alpes,open,'30200000,1,35.0,22-60965,1,2022_April,F,30,1.0,180037012,1,2022Q2,Etat
258908,1,7.0,0,0,1,40.0,100.0,13.304684934198283,738,Auvergne-Rhône-Alpes,open,'30200000,1,35.0,22-60965,1,2022_April,F,30,3.0,180037012,1,2022Q2,Etat
259023,1,2.0,1,1,0,0.0,30.0,12.89921982609012,722,Auvergne-Rhône-Alpes,open,'79342200,1,39.0,22-44301,1,2022_April,S,79,1.0,200046977,1,2022Q2,Département
259024,1,3.0,1,1,0,0.0,30.0,11.407564949312402,722,Auvergne-Rhône-Alpes,open,'92400000,1,39.0,22-44301,1,2022_April,S,92,1.0,200046977,1,2022Q2,Département
259164,0,1.0,0,0,0,0.0,45.0,14.24230066338688,721,Auvergne-Rhône-Alpes,open,'44211100,1,34.0,23-167602,0,2023_December,F,44,3.0,216902759,1,2023Q4,Commune
259167,0,1.0,0,0,0,0.0,60.0,14.28551418721001,722,Auvergne-Rhône-Alpes,open,'90611000,1,29.0,22-87568,1,2022_June,S,90,1.0,227400017,1,2022Q2,Département
259169,0,1.0,0,0,0,0.0,60.0,14.28551418721001,722,Auvergne-Rhône-Alpes,open,'90611000,1,29.0,22-87568,1,2022_June,S,90,1.0,227400017,1,2022Q2,Département
259170,0,2.0,0,0,0,0.0,60.0,12.89921982609012,722,Auvergne-Rhône-Alpes,open,'90611000,1,29.0,22-87568,1,2022_June,S,90,0.0,227400017,1,2022Q2,Département
259171,0,2.0,0,0,0,0.0,60.0,12.89921982609012,722,Auvergne-Rhône-Alpes,open,'90611000,1,29.0,22-87568,1,2022_June,S,90,0.0,227400017,1,2022Q2,Département
